simulation,grad,fls1,fls2,fls3,pointvalue1,pointvalue2,pointvalue3,pointvalue4,pointvalue5,pointvalue6,pointvalue7,pointvalue8,pointvalue9,pointvalue10,pointvalue11,pointvalue12,pointvalue13,pointvalue14,pointvalue15,pointvalue16,pointvalue17,pointvalue18,pointvalue19,pointvalue20,pointvalue21,pointvalue22,pointvalue23,pointvalue24,pointvalue25,pointvalue26,pointvalue27,pointvalue28,pointvalue29,pointvalue30,pointvalue31,pointvalue32,pointvalue33,pointvalue34,pointvalue35,pointvalue36,pointvalue37,pointvalue38,pointvalue39,pointvalue40,pointvalue41,pointvalue42,pointvalue43,pointvalue44
52,0.0123175596,0.1027767233,0.6162009125,0.5447069355,22.0591560218,22.6461017027,23.2358785018,23.8372302923,24.3435455674,24.8203006197,25.3166729811,25.8350154186,26.3530917543,26.8744028527,27.5755626786,28.0716887368,34.6560235727,41.4523651321,48.8602804186,56.4439390849,64.1473171634,71.808860113,79.4025356219,86.7737862076,93.9869401325,100.4815289824,101.0562084036,103.7249896487,106.3717155665,108.910629243,111.4177685422,113.8938688075,116.4112829637,118.8214021099,121.2100385721,123.5816022624,125.5993318769,126.5811939593,129.7775646415,132.8961861373,135.9505700716,139.0747908992,142.0161529302,144.9037182038,147.738591345,150.521873319,153.2545604824,155.9373194123
53,0.1000468691,0.0879369004,0.3797869783,0.3061170406,22.0592420022,22.65402849,23.2657590922,23.9037231924,24.4540321843,24.9823072298,25.5435123158,26.1404216633,26.7485371372,27.3718509579,28.2209818179,28.9253450144,38.4206154959,48.4180216031,59.4868371265,70.9855205599,82.876936656,94.9482110455,107.1407631321,119.1562761757,131.052097217,141.8627535182,143.4617556698,151.104397357,158.6269627592,165.8008170508,172.8375874763,179.7418455836,186.7104818613,193.3388138371,199.8622290519,206.2810935108,211.7285132818,214.9878319802,225.6680411818,235.7112058385,245.0969785554,254.2857449099,262.4774210181,270.0116497882,277.1980951073,284.2254184891,290.9897011979,297.4819932053
54,0.0950676272,0.0885292509,0.7399618099,0.1550458157,22.0592371222,22.6535785903,23.2640631631,23.8999492629,24.4477613087,24.9731122402,25.5306376231,26.1230877579,26.7260928913,27.3436173558,28.1843497795,28.8769244785,38.2068309422,48.0216913723,58.8804096773,70.1517432296,81.7963218427,93.6054126769,105.524632974,117.2655849528,128.8858373982,139.4428262755,140.2314002048,143.8644806042,147.4830641533,150.9720209244,154.4363261213,157.8766428305,161.3949987215,164.7842754678,168.1639929216,171.5437514586,174.4227255151,177.8641655664,189.5747493184,200.9572900158,212.0934448072,223.4815431783,233.9755689451,243.693448689,252.7538504637,261.4522184456,269.8704568094,278.0038169925
55,0.1970674081,0.0812481041,0.1518484401,0.4789057495,22.0593370886,22.6627947869,23.298804274,23.9772582179,24.5762202101,25.1614716246,25.794375735,26.4781728512,27.185863322,27.9219827622,28.9347576633,29.8466403778,42.2555451974,55.4756878961,70.2923298074,85.9197861018,102.3755099425,119.3493653724,136.6824295095,153.8876036345,171.0276225397,186.7032142061,191.5111464138,215.0929557011,237.9723996187,259.4559264103,279.7287916971,297.7147274276,313.92413931,328.4482626952,342.4146897893,355.9896739128,367.349259512,371.635439819,385.4215068053,398.4794873539,411.4266127984,427.3145492997,443.4855523302,458.7823610416,473.1079156152,486.6122775881,499.2395186186,510.9833850441
56,0.1043215481,0.0815968649,0.7806404936,0.2322653936,22.0592461916,22.6544147289,23.2672150473,23.9069631109,24.459415731,24.9902011283,25.5545652395,26.155302821,26.7678055221,27.3960895051,28.2524312444,29.0208545476,39.425641675,50.4358572179,62.6340625455,75.288823443,88.3501731246,101.5561996794,114.806469947,127.7644789991,140.5035400682,152.0195538821,152.8350736614,156.5761939803,160.3000780423,163.8887251836,167.4503484884,170.9860037321,174.6006379763,178.0819155127,181.5529451383,185.02388236,187.9759423539,191.0837348689,201.5871578982,211.7407226821,221.599552833,231.6011804192,240.9516765547,250.0232521412,258.6584522475,266.6274179217,273.8247446413,280.3313404664
57,0.1572920689,0.0845004572,0.4532467393,0.2887397779,22.0592981062,22.6592008837,23.2852567991,23.9471111933,24.5261270008,25.0880199139,25.6915297018,26.3397055928,27.0065734779,27.6964461973,28.6421319098,29.459407029,40.5367820202,52.2804272759,65.3807701741,79.1190080133,93.4918610631,108.2460453582,123.2791346437,138.1891988858,153.0304301373,166.5841393821,168.2595678397,176.2219038018,184.1051379312,191.6677882588,199.1332827019,206.503925,213.9923916736,221.1625272419,228.2668100861,235.3166463599,241.3157647533,245.4360750699,259.1605845426,272.3533334824,284.9419423631,297.4154357034,308.7012046828,319.0830993071,328.6279710477,337.7093592394,346.4812769977,354.913157294
58,0.0404245055,0.1194099021,0.7643072378,0.6843379284,22.0591835684,22.6486413076,23.2454517236,23.8585334618,24.378943559,24.8722047217,25.3893483611,25.932862271,26.4797855815,27.0337765792,27.7823442309,28.2362891325,34.2308279156,40.3776885183,47.0876592445,54.016950685,61.1561397617,68.3776032003,75.6689328577,82.8860427302,90.0911367212,96.6926678734,97.172552601,99.38168896,101.5896887302,103.7250718194,105.8524576516,107.9715302487,110.1458808084,112.2456444503,114.3448039305,116.4499186044,118.2415338854,118.9334293155,121.1630677154,123.365610202,125.5495627698,127.8127685573,129.9691577861,132.1117378238,134.2403530852,136.3548836807,138.4552424612,140.5412803581
59,0.1656178532,0.1016049745,0.8991006703,0.5510074288,22.059306266,22.6599531604,23.2880925601,23.9534215763,24.5366125243,25.1033948449,25.71305746,26.3686895951,27.0441024743,27.7436555693,28.7033821297,29.3878888776,38.580807975,48.2183947684,58.9449038596,70.2231782495,82.073155419,94.3340088974,107.0045448089,119.8069237128,132.7986427528,144.8470972848,145.6024702896,149.0460046867,152.4973560264,155.8465497157,159.1949544992,162.5418632372,165.9884904944,169.3298706773,172.6832119807,176.0615034315,178.9323861101,180.3187761985,184.8664653412,189.3682319061,193.8418146589,198.4872464984,202.9251952044,207.3449987147,211.7462765975,216.1286984096,220.4919845805,224.8355229985
60,0.1317392807,0.1085301258,0.4134955268,0.3429957309,22.0592730628,22.6568920599,23.2765535231,23.9277439031,24.4939457247,25.0408324844,25.6254585389,26.2507503605,26.8913926768,27.5515552118,28.4541398618,29.0561425666,37.098937598,45.4738035455,54.7474036704,64.4571947171,74.6137343209,85.0709122605,95.8337265528,106.6847379754,117.6919441569,127.9031327948,129.2853967575,135.9009728146,142.4974113858,148.8658915775,155.1903961332,161.4675323534,167.8778760127,174.0445252857,180.1812257333,186.3008529582,191.5127353153,195.2272644481,207.613994826,219.6135437887,231.2437798362,242.9531421607,253.7627926833,264.1226087763,273.9375241043,283.0335760489,291.3031434697,298.7990422319
61,0.0372070645,0.0745230498,0.4016031677,0.5542022291,22.0591804151,22.6483505955,23.2443558636,23.8560948585,24.374891502,24.8662631873,25.3810291098,25.9216616064,26.4652827638,27.0155328482,27.7586744446,28.4933584929,38.448547388,48.9704515378,60.4648424184,72.1127672987,83.7842995493,95.2016582235,106.2876060997,116.8116125862,126.8828963068,135.7767385544,137.0125801453,142.8771530565,148.5812864144,153.9602695416,159.1793388543,164.2505616125,169.3208788414,174.1002094707,178.7622173528,183.2969979505,187.1095971211,188.7953759486,194.1908160739,199.2764762125,204.0752191876,208.8115985141,213.1415614572,217.283356826,221.2270243373,224.9254975655,228.3276776265,231.4221658196
62,0.1815031009,0.1091248245,0.7277888775,0.246508357,22.0593218345,22.661388473,23.2935030732,23.9654615228,24.5566184641,25.1327295696,25.7541315213,26.4239898578,27.1157062281,27.8337290743,28.8202486467,29.4739087867,38.2292869954,47.376395218,57.5519107313,68.2682973215,79.5583015549,91.2783624261,103.4462507629,115.8179979204,128.4651867573,140.2705215688,141.1816370253,145.4127327148,149.6572685815,153.7810336679,157.9072771825,162.0342003693,166.2854152924,170.4088513014,174.5478182547,178.717870886,182.2640426645,186.2085343227,199.637214599,212.7539035324,225.6101306616,238.7579887755,251.1317370398,263.2621417048,275.1367346544,286.7081223649,297.8622320015,308.4270061229
63,0.0008308031,0.0916900765,0.2533577845,0.1663867481,22.059144764,22.6450638161,23.2319661142,23.8285241056,24.3290791038,24.7990884331,25.2869719812,25.7950273327,26.3013144765,26.8092699422,27.4910551727,28.0337612597,35.2743491837,42.7955861237,50.9793989392,59.287568489,67.6258457484,75.8083250645,83.8027072817,91.4488642339,98.8186391416,105.3642724349,106.8175116867,113.7981575671,120.4950655885,126.7153892468,132.6479912489,138.3111608676,143.8581630976,148.9483982133,153.7328916003,158.1155766884,161.586802632,164.3933403361,172.1470861631,178.2476649486,186.7195428545,196.7059421741,206.0570784476,214.5663687183,221.970120481,228.4001280965,234.025308425,238.9778273051
64,0.1057457936,0.071368868,0.4624423981,0.1390767593,22.0592475875,22.6545434167,23.2677001451,23.9080425929,24.461209431,24.992831232,25.558247873,26.1602609525,26.7742253982,27.4041653489,28.2629117657,29.151373084,41.2754801498,54.2058826003,68.5103731226,83.2755786804,98.3868517488,113.4464584657,128.2942136986,142.5872710233,156.4588941875,168.8735915224,170.376658039,177.4961260477,184.4865306052,191.1412309208,197.6613080269,204.055492652,210.5095133057,216.6515989365,222.7014742005,228.6612215569,233.71984262,239.244641047,257.1936790427,273.0503124434,288.0695851279,303.8934561962,318.2905308648,333.5899869264,348.6182394233,362.0913164284,373.737137682,383.9245286674
65,0.1010185863,0.0915685717,0.1360463916,0.6061321338,22.0592429545,22.6541162896,23.2660900589,23.9044596885,24.4552559686,24.9841016656,25.5460248591,26.1438044383,26.7529172137,27.3773608484,28.2281303423,28.904584651,38.0041782707,47.5610656569,58.1405015723,69.1440910297,80.5421621517,92.140129808,103.8969697093,115.534201437,127.1066259829,137.6621197384,141.2786382762,158.9891450978,176.0859949547,192.0434325367,207.0341380602,220.2811927833,232.0854056635,242.5268604327,252.4946394407,262.1351189973,270.1723508425,272.5875505063,280.2274651202,287.5832149597,294.5673921855,302.1108135516,310.4847397367,319.4362681196,328.1587651219,336.4175318915,344.2732098067,351.774739763
66,0.105144222,0.0785322679,0.4183706829,0.1560578698,22.0592469979,22.6544890616,23.2674952499,23.9075866422,24.4604518095,24.9917203311,25.5566924054,26.1581667412,26.7715137764,27.4007542809,28.2584841902,29.0599295433,39.9359563703,51.4721749464,64.2517040616,77.494506243,91.1391986375,104.890641118,118.6263325554,131.9991093465,145.0967018003,156.903474388,158.4865849464,166.0198317223,173.4215761392,180.4703255672,187.376662621,194.1478045822,200.9786757917,207.4745669563,213.8672889442,220.1572852826,225.4964162667,230.7097460625,247.6541776203,262.7065718674,276.5356978918,291.3281345422,304.7531691092,318.2393519414,332.4943060876,346.1896415959,358.5332703259,369.3538499609
67,0.1963965688,0.0947650841,0.2358743118,0.1783689624,22.0593364311,22.6627341732,23.2985757862,23.976749767,24.5753753526,25.1602328094,25.7926411637,26.4758375026,27.1828394716,27.918178928,28.9298196356,29.7048053542,40.1657897392,51.2040117121,63.544663575,76.5676011969,90.3062396599,104.5753785433,119.3473675005,134.2619222286,149.3612003568,163.3331771907,166.8405249601,184.010823864,200.819636453,216.7662337403,232.3021387476,247.4209776517,262.4919496853,276.5010111275,289.7583416458,301.9358934087,311.5180431114,318.5696591625,338.4244512355,354.3324779373,377.8465282968,407.0672106399,433.6797834674,457.922069141,479.2936543115,498.1355528593,514.8779426843,529.8767932925
68,0.000336418,0.0775691237,0.8856550675,0.3827944186,22.0591442795,22.6450191459,23.2317977267,23.828149395,24.3284564734,24.7981754697,25.2856936629,25.7933062626,26.2990860047,26.8064666496,27.4874184558,28.133071126,36.83323208,45.9660971289,55.8672304779,65.7922543003,75.5998547266,85.0618790827,94.1371162551,102.6558890977,110.7166075473,117.7574600358,118.1896971707,120.1372536451,122.0622318842,123.9024015434,125.7139770028,127.4986207662,129.3091400636,131.0391092308,132.7512340076,134.4489600495,135.8915105418,136.9181217324,140.3260290698,143.62404458,146.8297598283,150.0845873367,153.1287103279,156.0988478594,158.9984879509,161.8306848549,164.5972869966,167.2978132678
69,0.1931104432,0.0912747955,0.3579383482,0.1217736276,22.0593332105,22.6624372551,23.2974565323,23.9742591054,24.5712367939,25.1541644377,25.7841443166,26.4643977311,27.1680270539,27.8995457377,28.9056443436,29.7070452571,40.5439521965,52.0040242351,64.8224533844,78.3435444569,92.5971675532,107.3791467774,122.6382095038,137.9843345568,153.4561302009,167.7250952053,169.9985668532,180.9413758083,191.7664429506,202.1435234986,212.3743597445,222.4590294768,232.6832130293,242.4484160882,252.0927707086,261.614017318,269.7084588414,279.7346259902,311.6650307272,339.1520756725,366.1041768271,392.690268531,419.0906163464,445.7040021841,469.2332953432,489.0727479238,506.2166613385,521.474484414
70,0.0907832339,0.0737629196,0.1646561953,0.1103296196,22.0592329232,22.6531914737,23.2626038993,23.8967019817,24.4423655279,24.9652004027,25.5195595815,26.1081727827,26.7067807187,27.3193237262,28.152832157,28.9854085346,40.3151589274,52.3611320131,65.6610527732,79.3565640891,93.3467911713,107.2884292509,121.0461654942,134.2969077642,147.1567341468,158.6641850816,161.8374321051,177.2441597567,192.0104585784,205.7362734965,218.5470299806,229.8191530266,240.0131232286,249.2057606094,258.0508326597,266.632091068,273.8080179564,284.9358181569,324.3212066703,359.4947873444,384.1090656557,402.2629611254,415.0400573582,424.749608654,432.3401249061,438.439013345,443.4677763585,447.7059175347
71,0.1226859533,0.085494139,0.5612434796,0.7855099714,22.0592641899,22.6560740459,23.273469961,23.9208820915,24.4825439307,25.0241140252,25.6020495918,26.2192336104,26.8505842339,27.5002204801,28.3875365326,29.1453701432,39.3913496195,50.2183486953,62.2440454198,74.7822635151,87.8068231827,101.0833072015,114.5309605754,127.8053347179,140.9640205254,152.9378133926,154.1173512471,159.6528562612,165.148746077,170.4336780292,175.665076708,180.8444294255,186.1230912576,191.1927058608,196.2321448453,201.2535166675,205.522731292,206.9803751811,211.6293452522,216.2026346172,220.718753101,225.3769795873,229.7983299746,234.1722729331,238.4979520157,242.7744302343,247.0007804879,251.1757384485
72,0.1872508683,0.1146389393,0.4402958921,0.6566347547,22.0593274677,22.6619078129,23.295460762,23.9698179429,24.5638572236,25.1433437682,25.7689933701,26.4439991805,27.1416146514,27.8663204172,28.8625345245,29.4900558324,37.8783402237,46.6183633041,56.3311038371,66.5623512206,77.350688454,88.5622089207,100.2214929766,112.1076099075,124.301496527,135.7214500281,137.1788894565,144.1586048224,151.1539734903,157.9434384583,164.7225232648,171.4849282584,178.4265897959,185.1378148923,191.8487016567,198.5779400094,204.3107604625,206.668730346,214.3137275233,221.8449816674,229.2904920984,236.9753813116,244.2719556417,251.4882643161,258.6189845795,265.65876672,272.6026304791,279.4455067517
73,0.0369504745,0.091346086,0.6355840065,0.3007774503,22.0591801636,22.6483274113,23.2442684691,23.8559003806,24.3745683515,24.8657893516,25.3803656518,25.9207683566,26.4641261682,27.0140779157,27.7567853132,28.3496871425,36.288367847,44.574321883,53.6555080108,62.9685107598,72.4415476321,81.8847155791,91.2620966083,100.3700987403,109.2745333617,117.2803163263,117.9685320282,121.1604643959,124.3239859407,127.3580158748,130.3536020901,133.3121059159,136.3201640654,139.2012224502,142.0580441599,144.8965837559,147.3100007907,149.3760649508,156.2868776323,162.9429268091,169.3805107102,175.8803422284,181.9226079208,187.7707001355,193.4041201946,198.7634726802,203.7578840439,208.3173267546
